"Company";"TypeName";"Inches";"Screen_width";"Screen_height";"TouchScreen";"IPS_Panel";"Ram";"Gpu_Brand";"Gpu_Name";"OpSys";"Weight";"Price";"Cpu_brand";"Cpu_Speed_Ghz";"Cpu_Model";"Cpu_type";"Memory_1_Type";"Memory_1_Size";"Memory_2_Type";"Memory_2_Size"
"Acer";"Notebook";15.6;1366;768;0;0;4;"Intel";" HD Graphics 520";"Windows 10";2.1;23816;"Intel";2.0;"Core i3 6006U 2GHz";"Core i3";"HDD";1024;"";0
"Dell";"Gaming";15.6;1920;1080;0;0;16;"Nvidia";" GeForce GTX 1050";"Windows 10";2.56;66561;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";512;"";0
"Dell";"Gaming";15.6;1920;1080;0;0;8;"Nvidia";" GeForce GTX 1050";"Windows 10";2.62;47899;"Intel";2.8;"Core i7 7700HQ";"Core i7";"Hybrid";1024;"";0
"Lenovo";"Notebook";15.6;1366;768;0;0;4;"Intel";" HD Graphics 620";"Windows 10";1.9;26533;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";128;"";0
"MSI";"Gaming";17.3;1920;1080;0;0;16;"Nvidia";" GeForce GTX 1060";"Windows 10";2.8;100699;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";256;"HDD";1024
"HP";"Ultrabook";14.0;1920;1080;0;0;4;"Intel";" HD Graphics 620";"Windows 10";1.48;57649;"Intel";2.7;"Core i5 7500U";"Core i5";"SSD";256;"";0
"HP";"Notebook";15.6;1920;1080;0;0;6;"AMD";" Radeon 520";"Windows 10";1.91;32980;"Intel";1.6;"Core i5 8250U";"Core i5";"SSD";256;"";0
"Lenovo";"2 in 1 Convertible";14.0;1920;1080;1;1;4;"Intel";" HD Graphics 620";"Windows 10";1.74;33513;"Intel";2.4;"Core i3 7100U";"Core i3";"SSD";256;"";0
"Asus";"2 in 1 Convertible";13.3;1920;1080;1;0;8;"Intel";" HD Graphics 620";"Windows 10";1.1;70063;"Intel";1.6;"Core i5 8250U";"Core i5";"SSD";256;"";0
"Dell";"2 in 1 Convertible";15.6;1920;1080;1;0;8;"Intel";" UHD Graphics 620";"Windows 10";1.56;55891;"Intel";1.8;"Core i7 8550U";"Core i7";"SSD";256;"";0
"Toshiba";"Notebook";15.6;1366;768;0;0;4;"Intel";" HD Graphics 520";"Windows 10";2.1;23816;"Intel";2.2;"Core i3 6006U";"Core i3";"HDD";500;"";0
"Asus";"Notebook";15.6;1366;768;0;0;4;"AMD";" Radeon R5 M420";"Windows 10";2.03;21472;"AMD";3.0;"A9-Series 9420 3GHz";"A9-Series 9420";"HDD";1024;"";0
"Acer";"Notebook";17.3;1920;1080;0;1;4;"Nvidia";" GeForce MX150";"Windows 10";3.0;42890;"Intel";1.6;"Core i5 8250U";"Core i5";"SSD";256;"";0
"Dell";"Notebook";15.6;1920;1080;0;0;8;"AMD";" Radeon 520";"Windows 10";2.13;38788;"Intel";1.6;"Core i5 8250U";"Core i5";"SSD";256;"";0
"Lenovo";"Gaming";15.6;1920;1080;0;1;16;"Nvidia";" GeForce GTX 1050 Ti";"Windows 10";2.5;57489;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";256;"";0
"Acer";"Notebook";15.6;1366;768;0;0;4;"Intel";" HD Graphics 500";"Windows 10";2.1;18541;"Intel";1.1;"Celeron Dual Core N3350";"Celeron Dual";"HDD";1024;"";0
"MSI";"Gaming";15.6;1920;1080;0;1;16;"Nvidia";" GeForce GTX 1060";"Windows 10";2.4;95851;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";256;"HDD";1024
"Acer";"Notebook";15.6;1366;768;0;0;4;"Intel";" HD Graphics 505";"Windows 10";2.1;19368;"Intel";1.1;"Pentium Quad Core N4200";"Pentium Quad";"HDD";1024;"";0
"Dell";"Gaming";15.6;1920;1080;0;0;8;"Nvidia";" GeForce GTX 1050";"Windows 10";2.56;56503;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";128;"HDD";1024
"Acer";"Notebook";17.3;1920;1080;0;1;8;"Nvidia";" GeForce MX150";"Windows 10";3.0;45501;"Intel";1.6;"Core i5 8250U";"Core i5";"SSD";256;"";0
"HP";"Notebook";13.3;1920;1080;0;1;4;"Intel";" UHD Graphics 620";"Windows 10";1.49;40173;"Intel";1.6;"Core i5 8250U";"Core i5";"HDD";500;"";0
"Huawei";"Ultrabook";13.0;2160;1440;0;1;8;"Intel";" HD Graphics 620";"Windows 10";1.05;71875;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";256;"";0
"HP";"Notebook";17.3;1920;1080;0;1;6;"AMD";" Radeon 520";"Windows 10";2.71;37243;"Intel";2.5;"Core i5 7200U";"Core i5";"HDD";1024;"";0
"Lenovo";"Notebook";15.6;1366;768;0;0;4;"AMD";" Radeon R4 Graphics";"No OS";2.2;16464;"AMD";2.9;"A6-Series 9220";"A6-Series 9220";"HDD";500;"";0
"Toshiba";"Notebook";15.6;1366;768;0;0;4;"Intel";" HD Graphics 620";"Windows 10";5.4;26054;"Intel";2.4;"Core i3 7100U";"Core i3";"HDD";500;"";0
"HP";"Notebook";17.3;1920;1080;0;0;8;"Nvidia";" GeForce 930MX";"Windows 10";2.5;49177;"Intel";1.6;"Core i5 8250U";"Core i5";"SSD";256;"";0
"Dell";"Notebook";15.6;1366;768;0;0;8;"Intel";" HD Graphics 620";"Windows 10";2.3;24456;"Intel";2.4;"Core i3 7100U";"Core i3";"HDD";1024;"";0
"Acer";"Notebook";15.6;1366;768;0;0;4;"Intel";" HD Graphics 520";"Windows 10";2.1;23923;"Intel";2.0;"Core i3 6006U 2GHz";"Core i3";"SSD";128;"";0
"MSI";"Gaming";18.4;1920;1080;0;0;32;"Nvidia";" GTX 980 SLI";"Windows 10";4.4;149131;"Intel";2.9;"Core i7 6920HQ";"Core i7";"SSD";512;"HDD";1024
"Lenovo";"Notebook";15.6;1920;1080;0;0;8;"AMD";" R17M-M1-70";"Windows 10";1.9;43317;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";128;"HDD";1024
"HP";"2 in 1 Convertible";13.3;3840;2160;1;1;8;"Intel";" UHD Graphics 620";"Windows 10";1.29;79867;"Intel";1.6;"Core i5 8250U";"Core i5";"SSD";256;"";0
"Dell";"Notebook";15.6;1920;1080;0;0;16;"AMD";" Radeon 530";"Linux";2.02;55891;"Intel";1.8;"Core i7 8550U";"Core i7";"SSD";256;"HDD";1024
"Dell";"Ultrabook";13.3;1920;1080;0;0;8;"Intel";" UHD Graphics 620";"Windows 10";1.23;74539;"Intel";1.6;"Core i5 8250U";"Core i5";"SSD";256;"";0
"Lenovo";"2 in 1 Convertible";13.9;3840;2160;1;1;16;"Intel";" UHD Graphics 620";"Windows 10";1.4;98515;"Intel";1.8;"Core i7 8550U";"Core i7";"SSD";512;"";0
"Toshiba";"Notebook";15.6;1366;768;0;0;8;"Intel";" HD Graphics 620";"Windows 10";2.0;42251;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";128;"";0
"Xiaomi";"Notebook";15.6;1920;1080;0;1;8;"Nvidia";" GeForce MX150";"No OS";1.95;63883;"Intel";1.6;"Core i5 8250U";"Core i5";"SSD";256;"";0
"Dell";"Notebook";17.3;1920;1080;1;0;16;"Nvidia";" GeForce 150MX";"Windows 10";2.77;82531;"Intel";1.8;"Core i7 8550U";"Core i7";"SSD";512;"";0
"Dell";"Notebook";15.6;3840;2160;1;0;16;"Nvidia";" GeForce GTX 1050";"Windows 10";2.06;127712;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";512;"";0
"Lenovo";"Gaming";15.6;1920;1080;0;1;8;"Nvidia";" GeForce GTX 1050";"No OS";2.4;41505;"Intel";2.5;"Core i5 7300HQ";"Core i5";"SSD";256;"";0
"Acer";"Ultrabook";13.3;1920;1080;0;1;8;"Intel";" HD Graphics 615";"Windows 10";1.12;52694;"Intel";1.2;"Core i5 7Y54";"Core i5";"SSD";256;"";0
"Dell";"Notebook";17.3;1920;1080;0;0;8;"AMD";" Radeon 530";"Windows 10";2.8;57809;"Intel";1.8;"Core i7 8550U";"Core i7";"SSD";128;"HDD";1024
"Vero";"Notebook";14.0;1920;1080;0;1;4;"Intel";" HD Graphics 500";"Windows 10";1.3;13853;"Intel";1.1;"Celeron Dual Core N3350";"Celeron Dual";"Flash Storage";32;"";0
"Xiaomi";"Ultrabook";13.3;1920;1080;0;1;8;"Nvidia";" GeForce MX150";"No OS";1.3;53275;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";256;"";0
"Lenovo";"Notebook";17.3;1600;900;0;0;8;"Nvidia";" GeForce MX150";"No OS";2.8;37189;"Intel";1.6;"Core i5 8250U";"Core i5";"SSD";256;"";0
"Dell";"2 in 1 Convertible";13.3;1920;1080;1;1;8;"Intel";" UHD Graphics 620";"Windows 10";1.62;44702;"Intel";1.8;"Core i7 8550U";"Core i7";"HDD";1024;"";0
"HP";"Notebook";17.3;1920;1080;0;1;8;"Nvidia";" GeForce 930MX";"Windows 10";2.5;48698;"Intel";1.6;"Core i5 8250U";"Core i5";"HDD";1024;"";0
"Razer";"Gaming";17.3;3840;2160;1;0;32;"Nvidia";" GeForce GTX 1080";"Windows 10";3.49;324955;"Intel";2.9;"Core i7 7820HK";"Core i7";"SSD";1024;"";0
"HP";"Notebook";13.3;1920;1080;0;0;8;"Intel";" UHD Graphics 620";"Windows 10";1.49;51096;"Intel";1.6;"Core i5 8250U";"Core i5";"SSD";512;"";0
"HP";"Gaming";17.3;1920;1080;0;1;16;"Nvidia";" GeForce GTX 1050";"Windows 10";3.35;73473;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";256;"HDD";1024
"HP";"Notebook";17.3;1920;1080;0;0;8;"Nvidia";" GeForce 930MX ";"Windows 10";2.5;55678;"Intel";1.8;"Core i7 8550U";"Core i7";"SSD";256;"";0
"Dell";"Gaming";15.6;3840;2160;0;1;16;"Nvidia";" GeForce GTX 1060";"Windows 10";2.65;98302;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";512;"HDD";1024
"Lenovo";"Notebook";15.6;1366;768;0;0;4;"Intel";" HD Graphics 520";"Windows 10";2.1;26267;"Intel";2.3;"Core i5 6200U";"Core i5";"SSD";128;"";0
"Acer";"Notebook";15.6;1920;1080;0;0;8;"Nvidia";" GeForce 940MX";"Windows 10";2.23;39534;"Intel";2.7;"Core i7 7500U";"Core i7";"HDD";1024;"";0
"Lenovo";"Gaming";15.6;1920;1080;0;1;16;"Nvidia";" GeForce GTX 1060";"Windows 10";3.2;93187;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";512;"HDD";1024
"Dell";"Workstation";15.6;3840;2160;0;0;16;"Nvidia";" Quadro M1200";"Windows 10";2.8;162770;"Intel";3.0;"Xeon E3-1505M V6 3GHz";"Xeon E3-1505M";"SSD";256;"HDD";1024
"Lenovo";"Gaming";15.6;1920;1080;0;0;16;"Nvidia";" GeForce GTX 1060";"No OS";2.4;74485;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";512;"";0
"Dell";"Notebook";15.6;1366;768;1;0;6;"Intel";" HD Graphics 620";"Windows 10";2.3;23390;"Intel";2.4;"Core i3 7100U";"Core i3";"HDD";1024;"";0
"Dell";"Ultrabook";13.3;3840;2160;1;1;8;"Intel";" UHD Graphics 620";"Windows 10";1.21;103843;"Intel";1.8;"Core i7 8550U";"Core i7";"SSD";256;"";0
"Dell";"Ultrabook";13.3;1920;1080;0;0;8;"Intel";" UHD Graphics 620";"Windows 10";0.0;77203;"Intel";1.8;"Core i7 8550U";"Core i7";"SSD";256;"";0
"Acer";"Notebook";15.6;1920;1080;0;0;8;"Nvidia";" GeForce GTX 1050";"Linux";2.4;41505;"Intel";2.8;"Core i7 7700HQ";"Core i7";"HDD";1024;"";0
"Asus";"Gaming";17.3;1920;1080;0;0;16;"Nvidia";" GeForce GTX 1050";"Windows 10";2.9;74965;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";256;"HDD";1024
"HP";"Notebook";15.6;1920;1080;0;0;4;"Intel";" HD Graphics 520";"No OS";2.1;18595;"Intel";2.0;"Core i3 6006U 2GHz";"Core i3";"HDD";500;"";0
"Lenovo";"Notebook";15.6;1920;1080;0;0;8;"Intel";" HD Graphics 620";"No OS";2.2;29251;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";256;"";0
"Huawei";"Ultrabook";13.0;2160;1440;0;1;8;"Intel";" HD Graphics 620";"Windows 10";1.05;79867;"Intel";2.7;"Core i7 7500U";"Core i7";"SSD";512;"";0
"Dell";"Ultrabook";13.3;1920;1080;0;1;8;"AMD";" Radeon 530";"Windows 10";1.4;49651;"Intel";1.8;"Core i7 8550U";"Core i7";"SSD";256;"";0
"Lenovo";"Notebook";17.3;1600;900;0;0;8;"Nvidia";" GeForce GTX 940MX";"No OS";2.8;31382;"Intel";2.5;"Core i5 7200U";"Core i5";"HDD";1024;"";0
"HP";"Notebook";14.0;1920;1080;0;0;8;"Nvidia";" GeForce 930MX";"Windows 10";1.63;54932;"Intel";1.8;"Core i7 8550U";"Core i7";"SSD";256;"";0
"Dell";"Ultrabook";14.0;1920;1080;0;0;8;"Intel";" UHD Graphics 620";"Windows 10";1.6;61219;"Intel";1.6;"Core i5 8250U";"Core i5";"SSD";256;"";0
"Dell";"2 in 1 Convertible";13.3;1920;1080;1;0;16;"Intel";" UHD Graphics 620";"Windows 10";1.62;68145;"Intel";1.8;"Core i7 8550U";"Core i7";"SSD";512;"";0
"Dell";"Notebook";15.6;1920;1080;0;0;8;"AMD";" Radeon 520";"Linux";2.2;36089;"Intel";1.6;"Core i5 8250U";"Core i5";"SSD";256;"";0
"Lenovo";"2 in 1 Convertible";14.0;1920;1080;0;1;8;"Intel";" UHD Graphics 620";"Windows 10";1.74;47899;"Intel";1.6;"Core i5 8250U";"Core i5";"SSD";256;"";0
"Toshiba";"Ultrabook";13.3;1920;1080;0;0;8;"Intel";" HD Graphics 520";"Windows 10";1.2;72621;"Intel";2.5;"Core i7 6500U";"Core i7";"SSD";256;"";0
"HP";"Notebook";15.6;1920;1080;0;0;8;"Intel";" UHD Graphics 620";"Windows 10";2.1;42304;"Intel";1.6;"Core i5 8250U";"Core i5";"HDD";1024;"";0
"Dell";"Gaming";17.3;1920;1080;0;1;16;"Nvidia";" GeForce GTX 1060";"Windows 10";4.42;130874;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";256;"HDD";1024
"Acer";"Notebook";15.6;1920;1080;0;0;8;"Nvidia";" GeForce 940MX";"Windows 10";2.2;44329;"Intel";2.7;"Core i7 7500U";"Core i7";"SSD";256;"";0
"Dell";"Notebook";15.6;1920;1080;1;0;16;"AMD";" Radeon R7 M445";"Windows 10";2.3;45768;"Intel";2.7;"Core i7 7500U";"Core i7";"HDD";1024;"";0
"Asus";"Notebook";15.6;1920;1080;0;0;8;"Nvidia";" GeForce 920MX ";"Windows 10";2.0;40972;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";256;"";0
"Asus";"Notebook";17.3;1920;1080;0;0;8;"Nvidia";" GeForce GTX 950M";"Windows 10";2.69;47472;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";256;"HDD";500
"HP";"Notebook";15.6;1920;1080;0;0;8;"AMD";" FirePro W4190M ";"Windows 10";1.9;67612;"Intel";2.7;"Core i7 7500U";"Core i7";"HDD";1024;"";0
"Asus";"Notebook";15.6;1366;768;0;0;4;"Intel";" HD Graphics 620";"Windows 10";2.37;21258;"Intel";2.4;"Core i3 7100U";"Core i3";"HDD";1024;"";0
"HP";"Notebook";15.6;1366;768;0;0;4;"AMD";" Radeon R2";"Windows 10";2.1;17582;"AMD";1.5;"E-Series 9000e";"E-Series 9000e";"HDD";500;"";0
"Lenovo";"Gaming";15.6;1920;1080;0;1;16;"Nvidia";" GeForce GTX 1060";"Windows 10";3.2;79867;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";256;"HDD";1024
"Dell";"Notebook";14.0;1920;1080;0;0;8;"Intel";" HD Graphics 620";"Windows 10";1.6;45768;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";256;"";0
"Acer";"2 in 1 Convertible";13.3;1920;1080;1;1;8;"Intel";" HD Graphics 520";"Windows 10";1.6;36710;"Intel";2.3;"Core i5 6200U";"Core i5";"SSD";256;"";0
"Dell";"Notebook";15.6;1920;1080;0;0;16;"AMD";" Radeon R7 M445";"Linux";2.36;47899;"Intel";2.7;"Core i7 7500U";"Core i7";"SSD";256;"";0
"Acer";"Notebook";15.6;1366;768;0;0;4;"Intel";" HD Graphics 520";"Linux";2.1;20779;"Intel";2.0;"Core i3 6006U 2GHz";"Core i3";"HDD";1024;"";0
"Asus";"Notebook";15.6;1920;1080;0;0;4;"AMD";" Radeon R5 M430";"Windows 10";2.2;30636;"AMD";2.5;"A10-Series A10-9620P";"A10-Series A10-9620P";"SSD";128;"HDD";1024
"Asus";"Gaming";17.3;1920;1080;0;0;32;"Nvidia";" GeForce GTX 1080";"Windows 10";4.7;207259;"Intel";2.9;"Core i7 7820HK";"Core i7";"SSD";512;"HDD";1024
"Acer";"Gaming";15.6;1920;1080;0;1;8;"Nvidia";" GeForce GTX 1050";"Windows 10";2.5;45075;"Intel";2.5;"Core i5 7300HQ";"Core i5";"SSD";256;"";0
"Lenovo";"Notebook";15.6;1366;768;0;0;8;"Intel";" HD Graphics 520";"Windows 10";7.2;31382;"Intel";2.0;"Core i3 6006U 2GHz";"Core i3";"SSD";128;"";0
"Asus";"Notebook";17.3;1920;1080;0;0;8;"Nvidia";" GeForce 150MX";"Windows 10";2.1;61006;"Intel";1.8;"Core i7 8550U";"Core i7";"SSD";128;"HDD";1024
"Asus";"Notebook";17.3;1920;1080;0;0;8;"Nvidia";" GeForce GTX 950M";"No OS";2.69;47366;"Intel";2.7;"Core i7 7500U";"Core i7";"SSD";128;"HDD";1024
"Dell";"Gaming";15.6;1920;1080;0;0;8;"Nvidia";" GeForce GTX 1050";"Windows 10";2.56;46833;"Intel";2.5;"Core i5 7300HQ";"Core i5";"SSD";256;"";0
"Lenovo";"2 in 1 Convertible";13.9;1920;1080;1;1;8;"Intel";" HD Graphics 620";"Windows 10";1.38;57489;"Intel";2.7;"Core i7 7500U";"Core i7";"SSD";256;"";0
"Dell";"Notebook";15.6;1920;1080;0;0;8;"AMD";" Radeon 530";"Windows 10";2.2;52481;"Intel";1.8;"Core i7 8550U";"Core i7";"SSD";128;"HDD";1024
"HP";"Notebook";15.6;1366;768;1;0;8;"Intel";" HD Graphics 620";"Windows 10";2.04;29784;"Intel";2.5;"Core i5 7200U";"Core i5";"HDD";1024;"";0
"Asus";"Gaming";17.3;1920;1080;0;0;16;"Nvidia";" GeForce GTX 1080";"Windows 10";3.6;159787;"Intel";2.9;"Core i7 7820HK";"Core i7";"SSD";256;"";0
"HP";"Notebook";13.3;1920;1080;0;1;4;"Intel";" UHD Graphics 620";"Windows 10";1.49;35964;"Intel";1.6;"Core i5 8250U";"Core i5";"HDD";500;"";0
"Apple";"Ultrabook";13.3;2560;1600;0;1;8;"Intel";" Iris Plus Graphics 650";"macOS";1.37;108691;"Intel";3.1;"Core i5";"Core i5";"SSD";512;"";0
"Dell";"2 in 1 Convertible";15.6;1920;1080;1;1;8;"Intel";" UHD Graphics 620";"Windows 10";2.08;43636;"Intel";1.8;"Core i7 8550U";"Core i7";"HDD";1024;"";0
"Asus";"Gaming";17.3;1920;1080;0;0;16;"Nvidia";" GeForce GTX 980M";"Windows 10";4.3;95851;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";256;"HDD";1024
"Asus";"Notebook";15.6;1366;768;0;0;4;"AMD";" Radeon R5 M420";"Windows 10";1.68;24988;"AMD";3.0;"A9-Series 9420 3GHz";"A9-Series 9420";"HDD";1024;"";0
"Lenovo";"2 in 1 Convertible";13.9;1920;1080;1;1;8;"Intel";" UHD Graphics 620";"Windows 10";1.37;98515;"Intel";1.8;"Core i7 8550U";"Core i7";"SSD";512;"";0
"Acer";"Notebook";17.3;1920;1080;0;1;4;"Nvidia";" GeForce MX130";"Windows 10";3.0;37403;"Intel";2.7;"Core i3 7130U";"Core i3";"SSD";256;"";0
"Dell";"Ultrabook";13.3;1920;1080;0;0;8;"Intel";" UHD Graphics 620";"Windows 10";1.41;50563;"Intel";1.6;"Core i5 8250U";"Core i5";"SSD";256;"";0
"HP";"Notebook";15.6;1366;768;0;0;8;"AMD";" Radeon R4 Graphics";"Windows 10";1.91;23758;"AMD";2.5;"A6-Series A6-9220";"A6-Series A6-9220";"SSD";128;"";0
"HP";"Notebook";17.3;1920;1080;0;1;16;"Nvidia";" GeForce MX150";"Windows 10";2.9;56424;"Intel";1.8;"Core i7 8550U";"Core i7";"HDD";1024;"";0
"MSI";"Gaming";17.3;1920;1080;0;0;16;"Nvidia";" GeForce GTX 1070";"Windows 10";4.14;133147;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";512;"HDD";1024
"Lenovo";"2 in 1 Convertible";15.6;1920;1080;1;1;8;"Nvidia";" GeForce GTX 1050M";"Windows 10";2.0;90523;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";512;"";0
"Dell";"Notebook";17.3;1920;1080;0;0;8;"AMD";" Radeon 530";"Windows 10";2.8;60846;"Intel";1.8;"Core i7 8550U";"Core i7";"SSD";128;"HDD";1024
"Lenovo";"Notebook";15.6;1920;1080;0;0;4;"Intel";" HD Graphics 520";"No OS";2.2;23656;"Intel";2.0;"Core i3 6006U 2GHz";"Core i3";"SSD";256;"";0
"HP";"Notebook";15.6;1920;1080;0;1;4;"Intel";" HD Graphics 620";"Windows 10";2.1;38468;"Intel";1.6;"Core i5 8250U";"Core i5";"HDD";500;"";0
"Dell";"Notebook";15.6;1920;1080;0;0;4;"Intel";" HD Graphics 620";"Windows 10";2.18;35005;"Intel";2.5;"Core i5 7200U";"Core i5";"HDD";1024;"";0
"Dell";"Notebook";15.6;1920;1080;0;0;8;"AMD";" Radeon R5 M430";"Windows 10";2.24;30103;"Intel";2.5;"Core i5 7200U";"Core i5";"HDD";1024;"";0
"Dell";"2 in 1 Convertible";15.6;1920;1080;1;0;8;"Intel";" UHD Graphics 620";"Windows 10";2.67;42571;"Intel";1.6;"Core i5 8250U";"Core i5";"SSD";256;"";0
"Asus";"2 in 1 Convertible";13.3;1920;1080;1;0;8;"Intel";" UHD Graphics 620";"Windows 10";4.1;79867;"Intel";1.8;"Core i7 8550U";"Core i7";"SSD";512;"SSD";512
"HP";"Notebook";17.3;1920;1080;0;0;8;"Nvidia";" GeForce 930MX ";"Windows 10";2.5;54239;"Intel";1.8;"Core i7 8550U";"Core i7";"HDD";1024;"";0
"Lenovo";"Notebook";15.6;1920;1080;0;0;8;"Intel";" UHD Graphics 620";"Windows 10";2.05;46886;"Intel";1.8;"Core i7 8550U";"Core i7";"SSD";256;"";0
"Apple";"Ultrabook";13.3;2560;1600;0;1;8;"Intel";" Iris Graphics 550";"macOS";1.37;104370;"Intel";2.9;"Core i5";"Core i5";"SSD";512;"";0
"Asus";"Gaming";17.3;1920;1080;0;0;16;"AMD";" Radeon RX 580";"Windows 10";3.2;82531;"AMD";3.0;"Ryzen 1700 3GHz";"Ryzen 1700";"SSD";256;"HDD";1024
"Dell";"Notebook";15.6;1920;1080;0;0;8;"AMD";" Radeon 520";"Linux";2.14;39165;"Intel";1.8;"Core i7 8550U";"Core i7";"SSD";256;"";0
"Lenovo";"2 in 1 Convertible";14.0;2560;1440;1;0;16;"Intel";" HD Graphics 520";"Windows 10";1.36;133147;"Intel";2.6;"Core i7 6600U";"Core i7";"SSD";512;"";0
"Toshiba";"Notebook";15.6;1366;768;0;0;8;"Nvidia";" GeForce 930M";"Windows 10";2.2;43263;"Intel";2.5;"Core i7 6500U";"Core i7";"HDD";500;"";0
"Dell";"Notebook";15.6;1366;768;0;0;12;"Intel";" HD Graphics 620";"Windows 10";2.3;37992;"Intel";2.7;"Core i7 7500U";"Core i7";"HDD";1024;"";0
"Dell";"Notebook";17.3;1920;1080;0;0;8;"AMD";" Radeon 530";"Linux";2.8;58555;"Intel";1.8;"Core i7 8550U";"Core i7";"SSD";128;"HDD";1024
"Acer";"Notebook";15.6;1920;1080;0;1;8;"Nvidia";" GeForce MX130";"Windows 10";2.2;39694;"Intel";1.8;"Core i7 8550U";"Core i7";"HDD";1024;"";0
"Lenovo";"Notebook";17.3;1600;900;0;0;4;"Intel";" HD Graphics 520";"Windows 10";2.8;26054;"Intel";2.0;"Core i3 6006U 2GHz";"Core i3";"HDD";1024;"";0
"Lenovo";"Notebook";17.3;1920;1080;0;0;8;"Nvidia";" GeForce MX150";"No OS";2.8;45235;"Intel";1.8;"Core i7 8550U";"Core i7";"HDD";1024;"";0
"Lenovo";"Notebook";17.3;1600;900;0;0;6;"Nvidia";" GeForce 940MX";"Windows 10";2.8;45768;"Intel";2.7;"Core i7 7500U";"Core i7";"SSD";128;"HDD";1024
"Dell";"Notebook";15.6;1920;1080;0;0;4;"AMD";" Radeon R5 M430";"Linux";2.25;22804;"Intel";2.0;"Core i3 6006U";"Core i3";"HDD";1024;"";0
"Lenovo";"Gaming";15.6;1920;1080;0;1;8;"Nvidia";" GeForce GTX 1050";"Windows 10";2.5;44169;"Intel";2.5;"Core i5 7300HQ";"Core i5";"SSD";256;"";0
"Lenovo";"Notebook";15.6;1920;1080;0;0;6;"Intel";" HD Graphics 620";"Windows 10";2.2;30849;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";256;"";0
"Acer";"Notebook";15.6;1920;1080;0;1;8;"Nvidia";" GeForce MX150";"Windows 10";3.0;50669;"Intel";1.8;"Core i7 8550U";"Core i7";"SSD";256;"";0
"Acer";"Notebook";15.6;1920;1080;1;1;12;"Intel";" HD Graphics 620";"Windows 10";2.15;35112;"Intel";2.7;"Core i7 7500U";"Core i7";"HDD";1024;"";0
"Lenovo";"Notebook";15.6;1920;1080;0;1;8;"Intel";" HD Graphics 630";"Windows 10";1.95;58448;"Intel";2.7;"Core i7 7500U";"Core i7";"SSD";256;"";0
"Asus";"Ultrabook";15.6;1920;1080;0;0;8;"Nvidia";" GeForce 940MX";"Windows 10";1.7;52055;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";256;"";0
"Lenovo";"Gaming";15.6;1920;1080;0;1;16;"Nvidia";" GeForce GTX 1050 Ti";"Windows 10";2.5;62817;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";256;"HDD";1024
"Lenovo";"Notebook";15.6;1920;1080;0;0;8;"Nvidia";" GeForce 940MX";"No OS";2.2;35112;"Intel";2.7;"Core i7 7500U";"Core i7";"HDD";1024;"";0
"Acer";"Notebook";15.6;1366;768;0;0;2;"Intel";" HD Graphics";"Chrome OS";2.19;10603;"Intel";1.5;"Celeron Dual Core 3205U";"Celeron Dual";"SSD";16;"";0
"Asus";"Gaming";17.3;1920;1080;0;0;8;"Nvidia";" GeForce GTX 1050";"Windows 10";3.0;63243;"Intel";2.8;"Core i7 7700HQ";"Core i7";"HDD";1024;"";0
"HP";"Notebook";17.3;1600;900;0;0;8;"Intel";" HD Graphics 520";"Windows 10";2.54;26054;"Intel";2.0;"Core i3 6006U 2GHz";"Core i3";"HDD";1024;"";0
"Dell";"Notebook";15.6;1920;1080;0;0;8;"Nvidia";" GeForce GTX 1050";"Windows 10";2.0;97449;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";256;"";0
"Lenovo";"Notebook";15.6;1920;1080;0;0;8;"Intel";" UHD Graphics 620";"Windows 10";2.05;39374;"Intel";1.6;"Core i5 8250U";"Core i5";"SSD";256;"";0
